"station_name","from","from_type","to","to_type"
"Fulton St","pid_164","Platform","C-north","Train"
"Fulton St","pid_164","Platform","EL720","Elevator"
"Fulton St","pid_164","Platform","EL721","Elevator"
"Fulton St","2/3 Mezzanine and Retail","2/3 Mezzanine and Retail","EL721","Elevator"
"Fulton St","pid_165","Platform","J-south","Train"
"Fulton St","pid_165","Platform","Z-south","Train"
"Fulton St","EL723","Elevator","William St Mezzanine","William St Mezzanine"
"Fulton St","William St Mezzanine","William St Mezzanine","EL732","Elevator"
"Fulton St","pid_166","Platform","EL732","Elevator"
"Fulton St","pid_166","Platform","2-south","Train"
"Fulton St","pid_166","Platform","3-north","Train"
"Fulton St","pid_166","Platform","2-north","Train"
"Fulton St","pid_166","Platform","3-south","Train"
"Fulton St","EL733X","Elevator","Upper retail","Upper retail"
"62 St / New Utrecht","pid_167","Platform","EL739","Elevator"
"62 St / New Utrecht","pid_167","Platform","N-south","Train"
"50 St","EL207X","Elevator","50 St","Street"
"50 St","EL207X","Elevator","pid_168","Platform"
"50 St","pid_168","Platform","C-south","Train"
"50 St","pid_168","Platform","EL208X","Elevator"
"50 St","Connection","Connection","EL208X","Elevator"
"50 St","pid_169","Platform","EL208X","Elevator"
"50 St","pid_169","Platform","E-south","Train"
"Crown Hts - Utica Av","pid_170","Platform","EL323","Elevator"
"Crown Hts - Utica Av","pid_170","Platform","3-north","Train"
"Crown Hts - Utica Av","pid_170","Platform","3-south","Train"
"Crown Hts - Utica Av","pid_170","Platform","4-north","Train"
"Crown Hts - Utica Av","pid_170","Platform","4-south","Train"
"Franklin Av","EL339","Elevator","Franklin Av","Street"
"Franklin Av","EL339","Elevator","pid_171","Platform"
"Franklin Av","pid_171","Platform","C-euclid","Train"
"Franklin Av","pid_171","Platform","S-euclid","Train"
"Franklin Av","EL339","Elevator","Footbridge","Footbridge"
"Franklin Av","Footbridge","Footbridge","EL340","Elevator"
"Franklin Av","pid_172","Platform","EL340","Elevator"
"Franklin Av","pid_172","Platform","C-manhattan","Train"
"Marcy Av","EL392","Elevator","pid_173","Platform"
"Marcy Av","pid_173","Platform","J-jamaica center","Train"
"Marcy Av","pid_173","Platform","M-jamaica center","Train"
"Marcy Av","pid_173","Platform","Z-jamaica center","Train"
"Coney Island Stillwell Av","Overpass","Overpass","EL701","Elevator"
"Coney Island Stillwell Av","Overpass","Overpass","EL702","Elevator"
"Coney Island Stillwell Av","pid_174","Platform","EL701","Elevator"
"Coney Island Stillwell Av","pid_174","Platform","N-north","Train"
"Coney Island Stillwell Av","pid_174","Platform","N-south","Train"
"Coney Island Stillwell Av","pid_174","Platform","Q-north","Train"
"Coney Island Stillwell Av","pid_174","Platform","Q-south","Train"
"Coney Island Stillwell Av","pid_175","Platform","EL702","Elevator"
"Coney Island Stillwell Av","pid_175","Platform","D-north","Train"
"Coney Island Stillwell Av","pid_175","Platform","D-South","Train"
"Coney Island Stillwell Av","pid_175","Platform","F-north","Train"
"Coney Island Stillwell Av","pid_175","Platform","F-south","Train"
"Euclid Av","pid_176","Platform","EL343","Elevator"
"Euclid Av","pid_176","Platform","A-queens","Train"
"Euclid Av","pid_176","Platform","C-queens","Train"
"Forest Hills - 71 Av","pid_177","Platform","EL438","Elevator"
"Forest Hills - 71 Av","pid_177","Platform","M-jamaica","Train"
"Forest Hills - 71 Av","pid_177","Platform","F-jamaica","Train"
"Forest Hills - 71 Av","pid_177","Platform","R-jamaica","Train"
"Forest Hills - 71 Av","pid_177","Platform","E-jamaica","Train"
"Jay St - MetroTech","pid_178","Platform","EL708","Elevator"
"Jay St - MetroTech","pid_178","Platform","F-coney island","Train"
"Jay St - MetroTech","pid_178","Platform","A-queens","Train"
"Jay St - MetroTech","pid_178","Platform","C-queens","Train"
"Kingsbridge Road","pid_179","Platform","EL190","Elevator"
"Kingsbridge Road","pid_179","Platform","B-bedford pk and norwood 205 st","Train"
"Kingsbridge Road","pid_179","Platform","E-bedford pk and norwood 205 st","Train"
"Utica Av","pid_180","Platform","EL346","Elevator"
"Utica Av","pid_180","Platform","C-euclid","Train"
"Utica Av","pid_180","Platform","A-queens","Train"
"Court Square","pid_181","Platform","EL445X","Elevator"
"Court Square","pid_181","Platform","7-flushing main st","Train"
"Church Av","pid_182","Platform","EL374","Elevator"
"Church Av","pid_182","Platform","F-manhattan","Train"
"Church Av","pid_182","Platform","G-queens","Train"
"Church Av","pid_183","Platform","EL375","Elevator"
"Church Av","pid_183","Platform","F-coney","Train"
"Church Av","pid_183","Platform","G-coney","Train"
"51 St","Mezzanine","Mezzanine","EL375","Elevator"
"51 St","pid_185","Platform","EL375","Elevator"
"51 St","Mezzanine","Mezzanine","EL375","Elevator"
"51 St","pid_186","Platform","EL375","Elevator"
"Brooklyn Bridge - City Hall","pid_184","Platform","EL315","Elevator"
"Brooklyn Bridge - City Hall","pid_184","Platform","4-south","Train"
"Brooklyn Bridge - City Hall","pid_184","Platform","5-south","Train"
"Brooklyn Bridge - City Hall","pid_184","Platform","6-south","Train"
"50 St","pid_185","Platform","F-coney","Train"
"50 St","pid_185","Platform","G-coney","Train"
"51 St","pid_186","Platform","F-coney","Train"
"51 St","pid_186","Platform","G-coney","Train"
"Lexington Av / 53 St and 51 St","EL203X","Elevator","Lexington Av / 53 St and 51 St","Street"
"Lexington Av / 53 St and 51 St","EL203X","Elevator","Mezzanine","Mezzanine"
"Lexington Av / 53 St and 51 St","Mezzanine","Mezzanine","EL245","Elevator"
"Lexington Av / 53 St and 51 St","Mezzanine","Mezzanine","EL201","Elevator"
"Lexington Av / 53 St and 51 St","Mezzanine","Mezzanine","EL202","Elevator"
"Lexington Av / 53 St and 51 St","pid_187","Platform","EL245","Elevator"
"Lexington Av / 53 St and 51 St","pid_187","Platform","E-north","Train"
"Lexington Av / 53 St and 51 St","pid_187","Platform","E-south","Train"
"Lexington Av / 53 St and 51 St","pid_187","Platform","M-north","Train"
"Lexington Av / 53 St and 51 St","pid_187","Platform","M-south","Train"
"Lexington Av / 53 St and 51 St","pid_188","Platform","EL201","Elevator"
"Lexington Av / 53 St and 51 St","pid_188","Platform","6-south","Train"
"Lexington Av / 53 St and 51 St","pid_189","Platform","EL202","Elevator"
"Lexington Av / 53 St and 51 St","pid_189","Platform","6-north","Train"
"168 St","pid_190","Platform","EL140","Elevator"
"168 St","pid_190","Platform","C-north","Train"
"168 St","pid_190","Platform","A-north","Train"
"179 St - Jamaica","pid_191","Platform","EL433","Elevator"
"179 St - Jamaica","pid_191","Platform","F-jamaica","Train"
"161 St - Yankee Stadium","pid_192","Platform","EL135","Elevator"
"161 St - Yankee Stadium","pid_192","Platform","B-bedford park blvd and norwood 205 st","Train"
"161 St - Yankee Stadium","pid_192","Platform","D-bedford park blvd and norwood 205 st","Train"
"34 St - Hudson Yards","EL603","Elevator","34 St - Hudson Yards","Street"
"34 St - Hudson Yards","EL603","Elevator","Upper Mezzanine","Upper Mezzanine"
"34 St - Hudson Yards","Upper Mezzanine","Upper Mezzanine","EL601","Elevator"
"34 St - Hudson Yards","Upper Mezzanine","Upper Mezzanine","EL602","Elevator"
