"station_name","from","from_type","to","to_type"
"Howard Beach","Mezzanine","Mezzanine","EL490X","Elevator"
"Howard Beach","Mezzanine","Mezzanine","EL495X","Elevator"
"Howard Beach","Mezzanine","Mezzanine","EL494X","Elevator"
"Howard Beach","Mezzanine","Mezzanine","EL493X","Elevator"
"Howard Beach","Mezzanine","Mezzanine","EL492X","Elevator"
"Howard Beach","Platform pid_136","Platform","EL495X","Elevator"
"Howard Beach","Platform pid_136","Platform","A-north","Train"
"Howard Beach","Platform pid_136","Platform","EL494X","Elevator"
"Howard Beach","Platform pid_137","Platform","EL493X","Elevator"
"Howard Beach","Platform pid_137","Platform","A-south","Train"
"Howard Beach","Platform pid_138","Platform","EL492X","Elevator"
"Howard Beach","Platform pid_138","Platform","A-far rockaway","Train"
"World Trade Center","World Trade Center","Street","EL326","Elevator"
"World Trade Center","World Trade Center","Street","EL23X","Elevator"
"World Trade Center","Platform pid_139","Platform","EL326","Elevator"
"World Trade Center","Platform pid_139","Platform","E-north","Train"
"World Trade Center","Platform pid_139","Platform","EL23X","Elevator"
"34 St - Penn","34 St - Penn","Street","EL225","Elevator"
"34 St - Penn","34 St - Penn","Street","EL34X","Elevator"
"34 St - Penn","Platform pid_140","Platform","EL225","Elevator"
"34 St - Penn","Platform pid_140","Platform","C-north","Train"
"34 St - Penn","Platform pid_140","Platform","E-north","Train"
"34 St - Penn","Platform pid_140","Platform","EL226","Elevator"
"34 St - Penn","IND Mezzanine","IND Mezzanine","EL226","Elevator"
"34 St - Penn","IND Mezzanine","IND Mezzanine","EL227","Elevator"
"34 St - Penn","IND Mezzanine","IND Mezzanine","EL228","Elevator"
"34 St - Penn","IND Mezzanine","IND Mezzanine","IRT Mezzanine","IRT Mezzanine"
"34 St - Penn","Platform pid_141","Platform","EL227","Elevator"
"34 St - Penn","Platform pid_141","Platform","A-north","Train"
"34 St - Penn","Platform pid_141","Platform","A-south","Train"
"34 St - Penn","Platform pid_142","Platform","EL228","Elevator"
"34 St - Penn","Platform pid_142","Platform","C-south","Train"
"34 St - Penn","Platform pid_142","Platform","E-south","Train"
"34 St - Penn","IRT Mezzanine","IRT Mezzanine","EL34X","Elevator"
"34 St - Penn","IRT Mezzanine","IRT Mezzanine","EL216","Elevator"
"34 St - Penn","IRT Mezzanine","IRT Mezzanine","EL215","Elevator"
"34 St - Penn","IRT Mezzanine","IRT Mezzanine","EL214","Elevator"
"34 St - Penn","Platform pid_143","Platform","EL216","Elevator"
"34 St - Penn","Platform pid_143","Platform","1-south","Train"
"34 St - Penn","Platform pid_144","Platform","EL215","Elevator"
"34 St - Penn","Platform pid_144","Platform","2-north","Train"
"34 St - Penn","Platform pid_144","Platform","2-south","Train"
"34 St - Penn","Platform pid_144","Platform","3-north","Train"
"34 St - Penn","Platform pid_144","Platform","3-south","Train"
"34 St - Penn","Platform pid_145","Platform","EL214","Elevator"
"34 St - Penn","Platform pid_145","Platform","1-north","Train"
"Lexington Av / 63 St","Lexington Av / 63 St","Street","EL401","Elevator"
"Lexington Av / 63 St","Lexington Av / 63 St","Street","EL444","Elevator"
"Lexington Av / 63 St","Mezzanine 401","Mezzanine 401","EL401","Elevator"
"Lexington Av / 63 St","Mezzanine 401","Mezzanine 401","EL402","Elevator"
"Lexington Av / 63 St","Mezzanine 444","Mezzanine 444","EL444","Elevator"
"Lexington Av / 63 St","Mezzanine 444","Mezzanine 444","EL440","Elevator"
"Lexington Av / 63 St","Mezzanine 444","Mezzanine 444","EL441","Elevator"
"Lexington Av / 63 St","Mezzanine 444","Mezzanine 444","EL442","Elevator"
"Lexington Av / 63 St","Mezzanine 444","Mezzanine 444","EL443","Elevator"
"Lexington Av / 63 St","Platform pid_146","Platform","EL402","Elevator"
"Lexington Av / 63 St","Platform pid_146","Platform","F-north","Train"
"Lexington Av / 63 St","Platform pid_146","Platform","Q-north","Train"
"Lexington Av / 63 St","Platform pid_146","Platform","F-south","Train"
"Lexington Av / 63 St","Platform pid_146","Platform","Q-south","Train"
"Lexington Av / 63 St","Platform pid_146","Platform","EL440","Elevator"
"Lexington Av / 63 St","Platform pid_146","Platform","EL441","Elevator"
"Lexington Av / 63 St","Platform pid_146","Platform","EL442","Elevator"
"Lexington Av / 63 St","Platform pid_146","Platform","EL443","Elevator"
"Kings Highway","Platform pid_147","Platform","EL761","Elevator"
"Kings Highway","Platform pid_147","Platform","H-brigton beach","Train"
"Kings Highway","Platform pid_147","Platform","Q-coney island","Train"
"Kings Highway","Platform pid_147","Platform","B-brighton beach","Train"
"Broadway-Lafayette/Bleecker St","Broadway-Lafayette/Bleecker St","Street","EL328","Elevator"
"Broadway-Lafayette/Bleecker St","Mezzanine A","Mezzanine A","EL328","Elevator"
"Broadway-Lafayette/Bleecker St","Mezzanine A","Mezzanine A","EL329","Elevator"
"Broadway-Lafayette/Bleecker St","Mezzanine A","Mezzanine A","EL330","Elevator"
"Broadway-Lafayette/Bleecker St","Platform pid_148","Platform","EL329","Elevator"
"Broadway-Lafayette/Bleecker St","Platform pid_149","Platform","EL331","Elevator"
"Broadway-Lafayette/Bleecker St","Platform pid_149","Platform","6-north","Train"
"Broadway-Lafayette/Bleecker St","Platform pid_149","Platform","EL332","Elevator"
"Broadway-Lafayette/Bleecker St","Platform pid_150","Platform","EL330","Elevator"
"42 St - Port Authority Bus Terminal","42 St - Port Authority Bus Terminal","Street","EL288X","Elevator"
"42 St - Port Authority Bus Terminal","42 St - Port Authority Bus Terminal","Street","EL289X","Elevator"
"42 St - Port Authority Bus Terminal","42 St - Port Authority Bus Terminal","Street","EL291X","Elevator"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","EL288X","Elevator"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","A-south","Train"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","C-south","Train"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","E-south","Train"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","A-north","Train"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","C-north","Train"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","E-north","Train"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","EL289X","Elevator"
"42 St - Port Authority Bus Terminal","Platform pid_151","Platform","EL290X","Elevator"
"42 St - Port Authority Bus Terminal","Mezz","Mezz","EL291X","Elevator"
"42 St - Port Authority Bus Terminal","Mezz","Mezz","EL290X","Elevator"
"Times Sq - 42 St","Times Sq - 42 St","Street","EL231X","Elevator"
"Times Sq - 42 St","Platform pid_152","Platform","EL232X","Elevator"
"Times Sq - 42 St","Platform pid_152","Platform","7-east","Train"
"Times Sq - 42 St","Platform pid_152","Platform","7-west","Train"
"Times Sq - 42 St","Platform pid_153","Platform","EL233","Elevator"
"Times Sq - 42 St","Platform pid_154","Platform","EL229","Elevator"
"Times Sq - 42 St","Platform pid_155","Platform","EL230","Elevator"
"West 4 St - Washington Sq","West 4 St - Washington Sq","Street","EL333","Elevator"
"West 4 St - Washington Sq","Mezzanine","Mezzanine","EL333","Elevator"
"West 4 St - Washington Sq","Mezzanine","Mezzanine","EL336","Elevator"
"West 4 St - Washington Sq","Lower Mezzanine","Lower Mezzanine","EL336","Elevator"
"West 4 St - Washington Sq","Lower Mezzanine","Lower Mezzanine","EL335","Elevator"
"West 4 St - Washington Sq","EL336","Elevator","Platform pid_157","Platform"
"West 4 St - Washington Sq","Platform pid_156","Platform","EL335","Elevator"
"West 4 St - Washington Sq","Platform pid_156","Platform","B-north","Train"
"West 4 St - Washington Sq","Platform pid_156","Platform","D-north","Train"
"West 4 St - Washington Sq","Platform pid_156","Platform","F-north","Train"
"West 4 St - Washington Sq","Platform pid_156","Platform","M-north","Train"
"59 St - Columbus Cir","59 St - Columbus Cir","Street","EL276X","Elevator"
"59 St - Columbus Cir","59 St - Columbus Cir","Street","EL280","Elevator"
"59 St - Columbus Cir","Lower Mezzanine","Lower Mezzanine","EL276X","Elevator"
"59 St - Columbus Cir","Lower Mezzanine","Lower Mezzanine","EL277","Elevator"
"59 St - Columbus Cir","Lower Mezzanine","Lower Mezzanine","EL278","Elevator"
"59 St - Columbus Cir","Platform pid_158","Platform","EL277","Elevator"
"59 St - Columbus Cir","Platform pid_158","Platform","A-south","Train"
"59 St - Columbus Cir","Platform pid_158","Platform","B-south","Train"
"59 St - Columbus Cir","Platform pid_158","Platform","C-south","Train"
"59 St - Columbus Cir","Platform pid_158","Platform","D-south","Train"
"59 St - Columbus Cir","Mezzanine","Mezzanine","EL280","Elevator"
"59 St - Columbus Cir","Mezzanine","Mezzanine","EL279","Elevator"
"59 St - Columbus Cir","Platform pid_159","Platform","EL279","Elevator"
"59 St - Columbus Cir","Platform pid_159","Platform","A-north","Train"
"59 St - Columbus Cir","Platform pid_159","Platform","B-north","Train"
"59 St - Columbus Cir","Platform pid_159","Platform","C-north","Train"
"59 St - Columbus Cir","Platform pid_159","Platform","D-north","Train"
"59 St - Columbus Cir","Platform pid_159","Platform","EL278","Elevator"
"WTC Cortlandt St","WTC Cortlandt St","Street","EL736","Elevator"
"WTC Cortlandt St","Platform pid_160","Platform","EL736","Elevator"
"WTC Cortlandt St","Platform pid_160","Platform","1-south","Train"
"WTC Cortlandt St","Platform pid_160","Platform","EL713","Elevator"
"WTC Cortlandt St","Mezzanine","Mezzanine","EL713","Elevator"
"WTC Cortlandt St","Mezzanine","Mezzanine","EL712","Elevator"
"WTC Cortlandt St","Mezzanine","Mezzanine","EL13X","Elevator"
"WTC Cortlandt St","Mezzanine","Mezzanine","EL12X","Elevator"
"WTC Cortlandt St","Platform pid_161","Platform","EL712","Elevator"
"WTC Cortlandt St","Platform pid_161","Platform","1-north","Train"
"WTC Cortlandt St","Path Mezzanine","Path Mezzanine","EL13X","Elevator"
"WTC Cortlandt St","Path Mezzanine","Path Mezzanine","EL12X","Elevator"
"WTC Cortlandt St","Path Mezzanine","Path Mezzanine","EL11X","Elevator"
"WTC Cortlandt St","Mezzanine B","Mezzanine B","EL12X","Elevator"
"WTC Cortlandt St","Mezzanine B","Mezzanine B","EL11X","Elevator"
"Cortlandt St","Cortlandt St","Street","EL18X","Elevator"
"Cortlandt St","Cortlandt St","Street","EL14X","Elevator"
"Cortlandt St","Cortlandt St","Street","EL22X","Elevator"
"Cortlandt St","Mezzanine C1M","Mezzanine C1M","EL18X","Elevator"
"Cortlandt St","Mezzanine C1M","Mezzanine C1M","EL727X","Elevator"
"Cortlandt St","Mezzanine C1M","Mezzanine C1M","EL726X","Elevator"
"Cortlandt St","Mezzanine C1M","Mezzanine C1M","EL16X","Elevator"
"Cortlandt St","Mezzanine C1M","Mezzanine C1M","EL17X","Elevator"
"Cortlandt St","Platform pid_162","Platform","EL727X","Elevator"
"Cortlandt St","Platform pid_162","Platform","R-north","Train"
"Cortlandt St","Platform pid_162","Platform","W-north","Train"
"Cortlandt St","Platform pid_163","Platform","EL726X","Elevator"
"Cortlandt St","Platform pid_163","Platform","R-south","Train"
"Cortlandt St","Platform pid_163","Platform","W-south","Train"
"Cortlandt St","Mezzanine C1","Mezzanine C1","EL14X","Elevator"
"Cortlandt St","Mezzanine C1","Mezzanine C1","EL22X","Elevator"
"Cortlandt St","Mezzanine C1","Mezzanine C1","EL16X","Elevator"
"Cortlandt St","Mezzanine C1","Mezzanine C1","EL17X","Elevator"
"Cortlandt St","EL16X","Elevator","Mezzanine C2M","Mezzanine C2M"
"Cortlandt St","EL16X","Elevator","Mezzanine C2","Mezzanine C2"
"Cortlandt St","Mezzanine C2M","Mezzanine C2M","EL17X","Elevator"
"Cortlandt St","Mezzanine C2","Mezzanine C2","EL17X","Elevator"
"Atlantic Av-Barclays Ctr","Mezzanine A","Mezzanine A","EL301","Elevator"
"Atlantic Av-Barclays Ctr","Mezzanine A","Mezzanine A","EL302","Elevator"
"Atlantic Av-Barclays Ctr","Mezzanine A","Mezzanine A","EL303","Elevator"
"Atlantic Av-Barclays Ctr","Mezzanine A","Mezzanine A","EL304","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_164","Platform","EL302","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_164","Platform","D-south","Train"
"Atlantic Av-Barclays Ctr","Platform pid_164","Platform","R-south","Train"
"Atlantic Av-Barclays Ctr","Platform pid_164","Platform","N-south","Train"
"Atlantic Av-Barclays Ctr","Platform pid_165","Platform","EL303","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_165","Platform","D-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_165","Platform","R-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_165","Platform","N-north","Train"
"Atlantic Av-Barclays Ctr","Mezzanine","Mezzanine","EL304","Elevator"
"Atlantic Av-Barclays Ctr","Mezzanine","Mezzanine","EL307","Elevator"
"Atlantic Av-Barclays Ctr","Mezzanine","Mezzanine","EL305","Elevator"
"Atlantic Av-Barclays Ctr","Mezzanine","Mezzanine","EL306","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_166","Platform","EL307","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_166","Platform","B-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_166","Platform","Q-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_166","Platform","B-south","Train"
"Atlantic Av-Barclays Ctr","Platform pid_166","Platform","Q-south","Train"
"Atlantic Av-Barclays Ctr","Platform pid_167","Platform","EL305","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_167","Platform","4-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_167","Platform","5-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_167","Platform","4-south","Train"
"Atlantic Av-Barclays Ctr","Platform pid_167","Platform","5-south","Train"
"Atlantic Av-Barclays Ctr","Platform pid_168","Platform","EL306","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_168","Platform","3-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_168","Platform","2-north","Train"
"Atlantic Av-Barclays Ctr","Platform pid_168","Platform","EL300X","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_168","Platform","EL737X","Elevator"
"Dekalb Av","Dekalb Av","Street","EL370","Elevator"
"Dekalb Av","Mezzanine","Mezzanine","EL370","Elevator"
"Dekalb Av","Mezzanine","Mezzanine","EL372","Elevator"
"Dekalb Av","Mezzanine","Mezzanine","EL371","Elevator"
"Dekalb Av","Platform pid_169","Platform","EL372","Elevator"
"Dekalb Av","Platform pid_169","Platform","B-brighton beach, coney island, bay ridge","Train"
"Dekalb Av","Platform pid_169","Platform","R-brighton beach, coney island, bay ridge","Train"
"Dekalb Av","Platform pid_169","Platform","Q-brighton beach, coney island, bay ridge","Train"
"Dekalb Av","Platform pid_170","Platform","EL371","Elevator"
"Dekalb Av","Platform pid_170","Platform","B-manhattan","Train"
"Dekalb Av","Platform pid_170","Platform","R-manhattan","Train"
"Dekalb Av","Platform pid_170","Platform","Q-manhattan","Train"
"Bowling Green","Bowling Green","Street","EL710","Elevator"
"Bowling Green","Bowling Green","Street","EL711","Elevator"
"Bowling Green","Upper Mezzanine","Upper Mezzanine","EL710","Elevator"
"Bowling Green","Lower Mezzanine","Lower Mezzanine","EL711","Elevator"
"74 St - Broadway / Roosevelt Av","Mezzanine","Mezzanine","EL423","Elevator"
"74 St - Broadway / Roosevelt Av","Mezzanine","Mezzanine","EL420","Elevator"
"74 St - Broadway / Roosevelt Av","Platform pid_171","Platform","EL423","Elevator"
"74 St - Broadway / Roosevelt Av","Platform pid_171","Platform","7-south","Train"
"74 St - Broadway / Roosevelt Av","Platform pid_172","Platform","EL420","Elevator"
"74 St - Broadway / Roosevelt Av","Platform pid_172","Platform","7-north","Train"
"Jackson Hts - Roosevelt Av","Street","Street","EL420","Elevator"
"Jackson Hts - Roosevelt Av","Jackson Hts - Roosevelt Av","Street","EL420","Elevator"
"Jackson Hts - Roosevelt Av","EL420","Elevator","Lower Mezzanine","Lower Mezzanine"
"Jackson Hts - Roosevelt Av","Lower Mezzanine","Lower Mezzanine","EL422","Elevator"
"Jackson Hts - Roosevelt Av","Lower Mezzanine","Lower Mezzanine","EL421","Elevator"
"Jackson Hts - Roosevelt Av","Platform pid_173","Platform","EL422","Elevator"
"Jackson Hts - Roosevelt Av","Platform pid_173","Platform","E-north","Train"
"Jackson Hts - Roosevelt Av","Platform pid_173","Platform","F-north","Train"
"Jackson Hts - Roosevelt Av","Platform pid_173","Platform","M-north","Train"
"Jackson Hts - Roosevelt Av","Platform pid_173","Platform","R-north","Train"
"Jackson Hts - Roosevelt Av","Platform pid_174","Platform","EL421","Elevator"
"Jackson Hts - Roosevelt Av","Platform pid_174","Platform","E-south","Train"
"Jackson Hts - Roosevelt Av","Platform pid_174","Platform","F-south","Train"
"Jackson Hts - Roosevelt Av","Platform pid_174","Platform","M-south","Train"
"Jackson Hts - Roosevelt Av","Platform pid_174","Platform","R-south","Train"
"Fulton St","Concourse","Concourse","EL716","Elevator"
"Fulton St","Concourse","Concourse","EL717X","Elevator"
"Fulton St","Concourse","Concourse","EL728X","Elevator"
"Fulton St","Concourse","Concourse","EL729X","Elevator"
"Fulton St","Platform pid_175","Platform","EL716","Elevator"
"Fulton St","Platform pid_175","Platform","4-south","Train"
"Fulton St","Platform pid_175","Platform","5-south","Train"
"Fulton St","Platform pid_175","Platform","EL729X","Elevator"
"Fulton St","Fulton St","Street","EL717X","Elevator"
"Fulton St","Fulton St","Street","EL718X","Elevator"
"Fulton St","Fulton St","Street","EL722","Elevator"
"Fulton St","Fulton St","Street","EL723","Elevator"
"Fulton St","Fulton St","Street","EL728X","Elevator"
"Fulton St","Fulton St","Street","EL733X","Elevator"
"Fulton St","Platform pid_176","Platform","EL717X","Elevator"
"Fulton St","Platform pid_176","Platform","5-north","Train"
"Fulton St","Platform pid_176","Platform","4-north","Train"
"Fulton St","Platform pid_176","Platform","EL718X","Elevator"
"Fulton St","Platform pid_176","Platform","EL728X","Elevator"
"Fulton St","Nassau St Mezzanine","Nassau St Mezzanine","EL719","Elevator"
"Fulton St","Nassau St Mezzanine","Nassau St Mezzanine","Platform pid_178","Platform"
"Fulton St","Nassau St Mezzanine","Nassau St Mezzanine","EL722","Elevator"
"Fulton St","Platform pid_177","Platform","EL719","Elevator"
"Fulton St","Platform pid_177","Platform","A-south","Train"
"Fulton St","Platform pid_177","Platform","C-south","Train"
"Fulton St","Platform pid_177","Platform","A-north","Train"
"Fulton St","Platform pid_177","Platform","C-north","Train"
"Fulton St","Unknown1","Unknown1","EL720","Elevator"
"Fulton St","Unknown2","Unknown2","EL720","Elevator"
"Fulton St","Unknown3","Unknown3","EL721","Elevator"
"Fulton St","Unknown4","Unknown4","EL721","Elevator"
"Fulton St","Platform pid_178","Platform","J-south","Train"
"Fulton St","Platform pid_178","Platform","Z-south","Train"
"Fulton St","William St Mezzanine","William St Mezzanine","EL723","Elevator"
"Fulton St","William St Mezzanine","William St Mezzanine","EL732","Elevator"
"Fulton St","Platform pid_179","Platform","EL732","Elevator"
"Fulton St","Platform pid_179","Platform","2-south","Train"
"Fulton St","Platform pid_179","Platform","3-north","Train"
"Fulton St","Platform pid_179","Platform","2-north","Train"
"Fulton St","Platform pid_179","Platform","3-south","Train"
"Fulton St","Upper retail","Upper retail","EL733X","Elevator"
"New Utrecht","EL739","Elevator","Platform pid_180","Platform"
"New Utrecht","Platform pid_180","Platform","N-south","Train"
